chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr17	34052518	34052562	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,2,0,0,0,86	1,0,0,0,0,0,1,44,0,0,17,0,40,0	45	333	0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0	0.0,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,0.0,nan,0.0,nan	-0.16666666666666666	0.17503882879391686	1.0
chr5	21739010	21739092	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,1,0,4	0,0,0,0,0,0,1,45,0,0,6,0,31,0	83	371	nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,0.0	nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,0.0,nan,0.0,nan	-0.2	0.248900454337306	1.0
chr12	111184337	111184402	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,1,0,1,64	3,0,0,0,2,0,2,7,1,0,24,1,14,0	66	354	nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0	0.0,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan	-0.1111111111111111	0.5632358790412952	1.0
chr2	26388353	26388491	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	3,9,9,5,7,7,4,0,9,8,7,6,1	12,1,5,2,7,5,15,1,5,3,6,5,7,4	139	427	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.38057040998217473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.02718360071301248	1.0	1.0
chr2	32418345	32419047	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	1,2,0,0,3,1,1,0,2,1,0,2,0	2,2,1,2,0,3,2,1,0,0,4,1,4,0	288	576	0.0,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan	0.0,0.0,0.0,0.0,nan,0.4,0.0,0.0,nan,nan,0.0,0.0,0.0,nan	-0.04	0.7658805461703436	1.0
chr2	76885053	76885124	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,7	0,0,0,0,0,0,0,6,0,0,8,0,5,0	72	360	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0	nan,nan,nan,nan,nan,1.0,nan,0.0,nan,nan,0.0,nan,0.0,nan	-0.25	0.3080236741488206	1.0
chr2	91560807	91560911	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,14,1,0,75,6,3,6	0,0,0,0,34,0,40,55,0,0,76,0,126,0	105	393	nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0	nan,nan,nan,nan,0.0,1.0,0.0,0.0,nan,nan,0.0,nan,0.0,nan	-0.16666666666666666	1.0	1.0
chr4	65323887	65324023	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	2,0,0,4,4,0,42,0,0,20,50,0,13	0,1,0,3,6,0,29,41,0,0,12,1,46,5	137	425	0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,nan,0.0	nan,0.0,nan,0.0,0.0,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0	-0.1	1.0	1.0
chr4	122885726	122885813	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	2,0,1,0,2,4,5,0,2,5,4,4,19	3,1,2,5,2,1,6,20,7,1,27,3,17,3	88	376	0.0,nan,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.8103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.05788177339901478	0.8323043060817219	1.0
chrX	12136326	12136400	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,30	0,0,0,0,0,0,1,18,0,0,2,0,22,0	75	363	nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0	nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,0.0,nan,0.0,nan	-0.2	0.17196690698233497	1.0
chrX	37839369	37839418	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,1,0,0	36,66,33,1,39,55,195,17,33,230,275,53,131	0,2,61,16,151,17,179,653,48,32,76,38,713,109	50	338	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	nan,0.0,0.0,0.0,0.0,0.2845117845117845,0.0,0.0,0.0,0.0,0.0,0.1510277033065237,0.0,0.0	-0.033503037524485246	1.0	1.0
chrX	102127137	102127360	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0	500,6,870,50,3,547,69,3,506,246,50,30,991	88,6,23,13,48,14,129,2514,529,438,947,574,2403,6	224	512	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.14035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.010025062656641603	1.0	1.0
chrX	103609196	103609303	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,2,0,0,0	163,204,372,410,226,492,879,41,485,766,547,366,533	231,227,269,391,437,211,490,1275,447,498,356,355,1048,307	108	396	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.017080745341614967,0.0,0.0,0.0,0.0,0.020183486238532056,0.0,0.0,0.0	-0.0026617308271533586	1.0	1.0
chr4	83460994	83461185	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0	131,167,167,99,95,168,146,7,127,83,174,115,17	137,20,126,109,93,87,157,69,225,73,21,164,59,96	192	480	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.01567398119122254,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0011195700850873244	1.0	1.0
chr11	3370851	3370968	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0,0,0,0,0	75,82,102,47,65,69,12,1,147,32,27,60,4	65,49,62,83,15,53,17,10,66,48,20,70,10,33	118	406	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.44738292011019287,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.031955922865013774	1.0	1.0
chr11	65855137	65855186	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,1,0,0,0,0,0,1	2648,4132,4705,4965,5871,3306,2446,137,3507,3284,2634,6304,661	3689,8286,6930,5946,1965,4208,2074,2909,2873,3565,2111,2740,3783,8159	50	338	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0032488129337356897,0.0023184349877904964,0.0,0.0,0.0,0.0,0.0,0.0008278470099537527	-0.00045679249510570993	1.0	1.0
chr11	103078196	103078238	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0	9,8,5,7,7,4,2,0,16,7,1,3,7	1,0,3,5,3,3,2,6,4,3,13,3,12,5	43	331	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0	0.0,nan,0.0,0.0,0.0,0.0,0.7937649880095923,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0610588452315071	0.5216396180916515	1.0
chr11	110230431	110230488	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,1,0,0,0,2,0,0	277,396,384,612,737,452,319,8,519,340,440,754,22	277,88,1198,883,231,590,291,75,363,152,90,291,70,674	58	346	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.020088248954946653,0.07367972742759799,0.0,0.0,0.0,0.03938531587933969,0.0,0.0	-0.009510949447277452	1.0	1.0
chr7	100706894	100707304	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0	1069,1704,2012,1313,1490,1675,244,24,2021,334,194,1567,67	2012,1984,1881,1005,211,1217,244,461,1275,1604,123,1166,485,1496	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300812941,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0005807200929152101	1.0	1.0
chr17	7236128	7236173	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0	1232,1327,1842,2877,1845,1555,290,6,1769,190,350,1961,113	2083,1675,2077,1835,188,1392,239,300,1426,1383,198,1225,249,2037	46	334	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.02948446327683618,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0021060330912025843	1.0	1.0
chrX	101102295	101102367	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,1,0,0,0,0,0,0	86,94,135,117,173,93,10,0,115,16,34,163,0	175,7,146,126,1,95,8,4,96,54,2,59,5,153	73	361	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan	0.0,0.0,0.0,0.0,0.0,0.0,0.3820105820105819,0.552833078101072,0.0,0.0,0.0,0.0,0.0,0.0	-0.06677454715083242	1.0	1.0
chr19	38931076	38931110	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	342,578,418,255,316,363,40,6,559,68,23,208,7	828,262,265,128,48,152,43,47,344,450,20,322,19,399	35	323	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16412601626016265,0.0,0.0,0.0,0.0,0.0,0.0	-0.011723286875725904	1.0	1.0
chr19	46044757	46044829	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,2,0,0,3,0,0,0,0,0,7	1,0,0,1,0,0,4,5,1,1,7,0,6,0	73	361	nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0	0.0,nan,nan,0.0,nan,nan,0.0,0.49724517906336085,0.0,0.0,0.0,nan,0.0,nan	-0.06215564738292011	0.6855673150844268	1.0
chr17	7932246	7932314	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,2,0,0,0,0,0,0	113,159,205,132,223,131,64,1,178,69,90,322,13	97,216,217,293,26,200,61,23,169,97,30,156,13,152	69	357	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102998696219036,0.0,0.0,0.0,0.0,0.0,0.0	-0.022164276401564542	1.0	1.0
chr11	34083470	34084083	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	4,1,11,5,4,0,7,2,6,20,7,6,6	6,8,8,13,7,7,4,5,4,5,11,3,5,11	288	576	0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0	-0.02040816326530612	1.0	1.0
chr9	107331397	107331444	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	41,87,122,151,147,69,114,5,100,122,151,218,40	83,152,157,144,102,96,107,169,69,109,89,69,181,252	48	336	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03977272727272729,0.0,0.0,0.0,0.0,0.0,0.0	-0.0028409090909090923	1.0	1.0
chr6	18235348	18235397	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	1,1,0,2,2,0,5,0,0,8,3,1,3	2,0,0,3,1,2,5,0,0,1,4,1,4,3	50	338	0.0,0.0,nan,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0	0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,0.0,0.0	-0.09090909090909091	0.9693591025879322	1.0
chr5	138187721	138187862	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,2,0,0,0,0,0,0	218,277,250,228,239,296,134,11,232,228,186,278,31	222,18,274,251,135,154,152,74,343,163,106,234,80,261	142	430	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07565095003518651,0.0,0.0,0.0,0.0,0.0,0.0	-0.0054036392882276085	1.0	1.0
chr5	138766708	138766807	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	2,0,0,1,2,2,0,0,3,6,0,3,5	2,0,1,5,2,2,2,3,2,1,6,4,3,2	100	388	0.0,nan,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.0	0.0,nan,0.0,0.0,0.0,0.0,0.0,0.5639534883720931,0.0,0.0,0.0,0.0,0.0,0.0	-0.043381037567084085	1.0	1.0
chr3	127573326	127573445	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	200,390,399,372,280,329,269,26,282,458,227,462,122	217,509,469,390,257,358,286,169,230,183,216,235,151,476	120	408	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019721577726218187,0.0,0.0,0.0,0.0,0.0,0.0	-0.001408684123301299	1.0	1.0
chr2	27027038	27027140	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	39,66,136,260,158,76,163,8,83,276,146,221,346	56,252,423,388,170,183,177,1928,49,45,1168,32,1900,297	103	391	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019650709888178186,0.0,0.0,0.0,0.0,0.0,0.0	-0.00014036221348698704	1.0	1.0
chr2	27241151	27241385	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	761,918,1739,436,574,844,178,24,1459,271,239,679,6	1187,712,452,435,225,410,256,14,830,746,21,641,25,549	235	523	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13716233936532907,0.0,0.0,0.0,0.0,0.0,0.0	-0.009797309954666362	1.0	1.0
chr2	69465344	69465588	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	20,42,46,105,55,39,87,6,39,97,74,51,14	52,44,63,50,78,46,67,13,21,42,15,16,21,63	245	533	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14335664335664333,0.0,0.0,0.0,0.0,0.0,0.0	-0.010239760239760238	1.0	1.0
chr10	14133895	14133940	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,2,0,2,0,0,0,1,6,1,1,22	0,3,1,1,0,1,0,20,0,0,19,0,21,3	46	334	nan,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0	nan,0.0,0.0,0.0,nan,0.0,nan,0.266347687400319,nan,nan,0.0,nan,0.0,0.0	-0.033293460925039875	0.5251360766318569	1.0
chr10	97714856	97714976	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	410,514,563,868,548,444,423,8,443,147,357,431,1	397,533,429,431,208,269,288,5,401,284,5,371,6,505	121	409	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403353057199211,0.0,0.0,0.0,0.0,0.0,0.0	-0.0288109326570865	1.0	1.0
chr12	55719151	55719583	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	2801,3214,3450,3527,3814,4618,878,35,3352,481,663,5206,731	3875,6303,5638,4743,557,4144,795,2411,3173,3530,1433,3045,2050,5131	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008288437629506706,0.0,0.0,0.0,0.0,0.0,0.0	-5.9203125925047905e-05	1.0	1.0
chr12	69258628	69258675	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	1730,1797,2549,1587,1744,2060,348,7,2745,333,403,2149,28	2516,1892,2340,2204,263,2019,312,175,2091,2010,115,2045,149,1848	48	336	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846153846153855,0.0,0.0,0.0,0.0,0.0,0.0	-0.0027472527472527535	1.0	1.0
chr13	110903528	110903614	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	273,234,336,147,195,318,333,20,355,375,446,198,11	304,59,264,302,317,221,341,20,347,180,25,269,44,160	87	375	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01226933647428341,0.0,0.0,0.0,0.0,0.0	-0.0008763811767345293	1.0	1.0
chr7	102190469	102191902	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,6,1,1,0,0,0,3,0,0,0,0	2,0,3,3,0,1,0,0,0,2,2,2,0,1	288	576	nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan	0.0,nan,0.0,0.0,nan,0.0,nan,nan,1.0,0.0,0.0,0.0,nan,0.0	-0.1111111111111111	0.42661089116097783	1.0
chr18	36796645	36796743	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	1740,1658,2645,2884,2905,2235,930,20,2498,742,772,3433,87	2613,3528,3928,3108,495,2832,854,624,2018,1615,240,1603,502,3004	99	387	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019333663054719175,0.0,0.0,0.0,0.0,0.0	-0.0001380975932479941	1.0	1.0
chr12	56511507	56511548	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	1229,1217,1191,561,860,1268,438,21,1294,589,389,747,57	1375,311,723,553,522,465,434,104,1765,1179,75,1644,62,907	42	330	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004431909750201468,0.0,0.0,0.0,0.0,0.0	-0.0003165649821572477	1.0	1.0
chr11	59132407	59132460	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	25,1,33,10,5,49,13,0,33,12,16,10,6	32,5,14,9,10,7,11,10,33,33,15,28,2,8	54	342	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1610169491525424,0.0,0.0,0.0,0.0,0.0	-0.011501210653753027	1.0	1.0
chr11	69432795	69432853	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	1,0,0,0,0,2,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	59	347	0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan	nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan	-1.0	0.3564110504806024	1.0
chr17	28769529	28769720	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	4,1,3,1,0,1,2,0,3,2,0,0,9	1,0,1,1,0,0,0,7,1,1,7,0,9,0	192	480	0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,0.0	0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.7142857142857143,0.0,0.0,nan,0.0,nan	-0.08928571428571429	1.0	1.0
chr17	66690268	66690424	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	1,8,4,9,4,2,0,1,2,3,2,2,11	8,0,1,4,1,1,5,4,1,1,16,1,14,6	157	445	0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0	0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.739202657807309,0.0,0.0,0.0,0.0,0.0	-0.056861742908254534	1.0	1.0
chr4	137521493	137521572	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	489,1047,184,818,1292,911,303,4,225,327,167,505,5	700,1413,1144,3335,198,1513,258,13,735,222,37,440,12,605	80	368	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219578150351568,0.0,0.0,0.0,0.0,0.0	-0.0004442555821679691	1.0	1.0
chrX	102127137	102127329	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	575,7,993,55,3,629,86,6,518,291,48,33,1269	98,6,34,15,57,17,168,3007,603,521,1092,591,2754,7	193	481	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041160362827314945,0.0,0.0,0.0,0.0,0.0	-0.0002940025916236782	1.0	1.0
chr2	135938342	135938422	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	11,4,8,3,7,5,4,1,6,8,6,6,37	9,2,7,7,1,2,3,23,12,2,23,4,20,2	81	369	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27516778523489926,0.0,0.0,0.0,0.0,0.0	-0.019654841802492804	1.0	1.0
chr5	76637072	76637163	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0	189,118,108,72,366,160,159,3,186,139,96,160,0	157,56,116,311,152,138,145,3,215,117,25,137,1,158	92	380	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018849206349206393,0.0,0.0,0.0,0.0,0.0	-0.0013463718820861709	1.0	1.0
chr10	80154473	80154542	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,4,0,0,0,0	10,8,24,7,5,5,114,4,12,73,73,7,78	6,6,14,3,93,10,68,123,15,13,4,15,121,3	70	358	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6114432109308283,0.0,0.0,0.0,0.0	-0.043674515066487736	1.0	1.0
chr11	43444831	43444937	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0	16,10,11,10,8,19,46,2,12,83,85,11,2	30,2,10,20,56,6,56,8,23,13,13,29,16,11	107	395	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22116461366181417,0.0,0.0,0.0,0.0	-0.015797472404415296	1.0	1.0
chr11	65021777	65021940	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0	3860,2605,7752,1636,1511,4527,976,59,5663,955,717,2400,179	3419,3382,2588,1672,843,2037,909,1834,5113,4137,469,4539,1037,1925	164	452	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006657632710775907,0.0,0.0,0.0,0.0	-4.755451936268505e-05	1.0	1.0
chr5	72203564	72205129	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0	33,165,178,225,348,86,406,2,154,419,347,315,69	98,373,592,412,288,287,401,543,64,68,428,48,461,383	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142858,0.0,0.0,0.0,0.0	-0.002040816326530613	1.0	1.0
chr19	23932717	23932800	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,3,0,0,0,0	2,5,10,0,8,4,0,0,27,0,2,0,0	0,0,2,5,1,5,2,0,25,4,0,7,0,2	84	372	0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,nan,nan	nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.768595041322314,nan,0.0,nan,0.0	-0.08539944903581267	0.0638975381304534	1.0
