chr	start	end	type	strand	gene_id	gene_name	subtype	exon_start	exon_end	len
chr11	120686702	120687002	intergenic	.	.	.	intergenic	120686702	120687002	301
chr3	33142532	33142848	intergenic	.	.	.	intergenic	33142532	33142848	317
chr3	41733514	41734167	intergenic	.	.	.	intergenic	41733514	41734167	654
chr3	98813881	98814181	intergenic	.	.	.	intergenic	98813881	98814181	301
chr3	104050735	104050792	intergenic	.	.	.	intergenic	104050735	104050792	58
chr3	116350192	116351205	intergenic	.	.	.	intergenic	116350192	116351205	1014
chr1	30949390	30949548	intergenic	.	.	.	intergenic	30949390	30949548	159
chr1	44781107	44781589	intergenic	.	.	.	intergenic	44781107	44781589	483
chr1	150083809	150084579	intergenic	.	.	.	intergenic	150083809	150084579	771
chr1	150407578	150408008	intergenic	.	.	.	intergenic	150407578	150408008	431
chr1	156669030	156669370	intergenic	.	.	.	intergenic	156669030	156669370	341
chr1	156673021	156673529	intergenic	.	.	.	intergenic	156673021	156673529	509
chr8	79665144	79665757	intergenic	.	.	.	intergenic	79665144	79665757	614
chr8	79665144	79666091	intergenic	.	.	.	intergenic	79665144	79666091	948
chr8	91035066	91035473	intergenic	.	.	.	intergenic	91035066	91035473	408
chr10	58290477	58291043	intergenic	.	.	.	intergenic	58290477	58291043	567
chr10	67014032	67014901	intergenic	.	.	.	intergenic	67014032	67014901	870
chr10	97674836	97675572	intergenic	.	.	.	intergenic	97674836	97675572	737
chr15	25415150	25415427	intergenic	.	.	.	intergenic	25415150	25415427	278
chr15	43492284	43492361	intergenic	.	.	.	intergenic	43492284	43492361	78
chr15	76414333	76414728	intergenic	.	.	.	intergenic	76414333	76414728	396
chr15	81715953	81716566	intergenic	.	.	.	intergenic	81715953	81716566	614
chr15	83138095	83138131	intergenic	.	.	.	intergenic	83138095	83138131	37
chr15	83618306	83618551	intergenic	.	.	.	intergenic	83618306	83618551	246
chr7	100430827	100431239	intergenic	.	.	.	intergenic	100430827	100431239	413
chr7	104345718	104346648	intergenic	.	.	.	intergenic	104345718	104346648	931
chr7	120635323	120636377	intergenic	.	.	.	intergenic	120635323	120636377	1055
chr7	139256161	139256898	intergenic	.	.	.	intergenic	139256161	139256898	738
chr7	140081751	140082092	intergenic	.	.	.	intergenic	140081751	140082092	342
chr7	141237703	141238477	intergenic	.	.	.	intergenic	141237703	141238477	775
chr19	11475331	11478044	intergenic	.	.	.	intergenic	11475331	11478044	2714
chr19	21413293	21414813	intergenic	.	.	.	intergenic	21413293	21414813	1521
chr19	23358558	23359149	intergenic	.	.	.	intergenic	23358558	23359149	592
chr19	44021507	44021561	intergenic	.	.	.	intergenic	44021507	44021561	55
chr17	14202973	14203513	intergenic	.	.	.	intergenic	14202973	14203513	541
chr17	29544942	29545484	intergenic	.	.	.	intergenic	29544942	29545484	543
chr17	46654660	46655012	intergenic	.	.	.	intergenic	46654660	46655012	353
chr17	58313917	58314368	intergenic	.	.	.	intergenic	58313917	58314368	452
chr5	72165090	72165350	intergenic	.	.	.	intergenic	72165090	72165350	261
chr5	72203564	72208874	intergenic	.	.	.	intergenic	72203564	72208874	5311
chr5	112263644	112264194	intergenic	.	.	.	intergenic	112263644	112264194	551
chr5	116189602	116190059	intergenic	.	.	.	intergenic	116189602	116190059	458
chr5	116474522	116475175	intergenic	.	.	.	intergenic	116474522	116475175	654
chr5	124128224	124128602	intergenic	.	.	.	intergenic	124128224	124128602	379
chr5	135390453	135391621	intergenic	.	.	.	intergenic	135390453	135391621	1169
chr5	136972485	136973621	intergenic	.	.	.	intergenic	136972485	136973621	1137
chr5	140351559	140352132	intergenic	.	.	.	intergenic	140351559	140352132	574
chr12	13560976	13561084	intergenic	.	.	.	intergenic	13560976	13561084	109
chr12	31468576	31469204	intergenic	.	.	.	intergenic	31468576	31469204	629
chr12	79097565	79098336	intergenic	.	.	.	intergenic	79097565	79098336	772
chr12	79184743	79185123	intergenic	.	.	.	intergenic	79184743	79185123	381
chr12	116138745	116139118	intergenic	.	.	.	intergenic	116138745	116139118	374
chr6	53287374	53287964	intergenic	.	.	.	intergenic	53287374	53287964	591
chr13	112883013	112883099	intergenic	.	.	.	intergenic	112883013	112883099	87
chr11	61831687	61833412	intergenic	.	.	.	intergenic	61831687	61833412	1726
chr18	12985317	12985349	intergenic	+	.	.	intergenic	12985317	12985349	33
chr4	99072183	99072404	intergenic	.	.	.	intergenic	99072183	99072404	222
chr12	54233753	54238991	intergenic	.	.	.	intergenic	54233753	54238991	5239
chr12	104265713	104265870	intergenic	.	.	.	intergenic	104265713	104265870	158
chr11	78215678	78216204	intergenic	.	.	.	intergenic	78215678	78216204	527
chr15	99249223	99249367	intergenic	.	.	.	intergenic	99249223	99249367	145
chr9	123377830	123378037	intergenic	.	.	.	intergenic	123377830	123378037	208
chr17	7236128	7236169	intergenic	.	.	.	intergenic	7236128	7236169	42
chr19	17585009	17586009	intergenic	.	.	.	intergenic	17585009	17586009	1001
chr19	44069602	44069690	intergenic	.	.	.	intergenic	44069602	44069690	89
chr1	149887489	149887606	intergenic	.	.	.	intergenic	149887489	149887606	118
chrX	102908531	102908613	intergenic	.	.	.	intergenic	102908531	102908613	83
chr19	3575559	3575640	intergenic	.	.	.	intergenic	3575559	3575640	82
chr1	19219254	19219463	intergenic	.	.	.	intergenic	19219254	19219463	210
chr1	155861249	155861647	intergenic	.	.	.	intergenic	155861249	155861647	399
chr1	156671927	156673529	intergenic	.	.	.	intergenic	156671927	156673529	1603
chr7	3885463	3886743	intergenic	.	.	.	intergenic	3885463	3886743	1281
chr7	7566396	7566589	intergenic	.	.	.	intergenic	7566396	7566589	194
chr7	102450076	102450147	intergenic	.	.	.	intergenic	102450076	102450147	72
chr7	107506619	107506867	intergenic	.	.	.	intergenic	107506619	107506867	249
chr7	130518700	130519355	intergenic	.	.	.	intergenic	130518700	130519355	656
chr11	66121295	66121825	intergenic	.	.	.	intergenic	66121295	66121825	531
chr11	85704657	85704731	intergenic	.	.	.	intergenic	85704657	85704731	75
chr11	86344112	86345859	intergenic	-	.	.	intergenic	86344112	86345859	1748
chr3	108663632	108666089	intergenic	.	.	.	intergenic	108663632	108666089	2458
chr3	122426755	122427096	intergenic	.	.	.	intergenic	122426755	122427096	342
chr3	142803447	142803553	intergenic	.	.	.	intergenic	142803447	142803553	107
chr2	25233916	25234179	intergenic	.	.	.	intergenic	25233916	25234179	264
chr2	144489115	144490112	intergenic	.	.	.	intergenic	144489115	144490112	998
chr10	79248009	79250872	intergenic	.	.	.	intergenic	79248009	79250872	2864
chr10	128115086	128115991	intergenic	.	.	.	intergenic	128115086	128115991	906
chr6	32163313	32163399	intergenic	.	.	.	intergenic	32163313	32163399	87
chr14	21092442	21092609	intergenic	.	.	.	intergenic	21092442	21092609	168
chr14	30682857	30683931	intergenic	.	.	.	intergenic	30682857	30683931	1075
chr15	58889495	58890447	intergenic	.	.	.	intergenic	58889495	58890447	953
chr17	7352571	7352621	intergenic	.	.	.	intergenic	7352571	7352621	51
chr17	17383375	17383650	intergenic	.	.	.	intergenic	17383375	17383650	276
chr12	118082128	118082430	intergenic	.	.	.	intergenic	118082128	118082430	303
chr5	138165861	138165909	intergenic	.	.	.	intergenic	138165861	138165909	49
chr2	25230706	25230772	intergenic	.	.	.	intergenic	25230706	25230772	67
chr15	98908813	98908848	intergenic	.	.	.	intergenic	98908813	98908848	36
chr19	39995889	39996722	intergenic	.	.	.	intergenic	39995889	39996722	834
chr16	20734402	20734463	intergenic	.	.	.	intergenic	20734402	20734463	62
chr13	19651789	19652186	intergenic	.	.	.	intergenic	19651789	19652186	398
chr13	38058742	38059341	intergenic	.	.	.	intergenic	38058742	38059341	600
chr13	100177848	100178246	intergenic	.	.	.	intergenic	100177848	100178246	399
chr17	31273050	31273316	intergenic	.	.	.	intergenic	31273050	31273316	267
chr17	32208231	32211166	intergenic	.	.	.	intergenic	32208231	32211166	2936
chr10	31345977	31346610	intergenic	.	.	.	intergenic	31345977	31346610	634
chr10	34591971	34592986	intergenic	.	.	.	intergenic	34591971	34592986	1016
chr10	60364309	60365198	intergenic	.	.	.	intergenic	60364309	60365198	890
chr10	60420686	60421045	intergenic	.	.	.	intergenic	60420686	60421045	360
chr9	9237920	9238625	intergenic	.	.	.	intergenic	9237920	9238625	706
chr9	106951674	106952311	intergenic	.	.	.	intergenic	106951674	106952311	638
chr7	4767749	4770240	intergenic	.	.	.	intergenic	4767749	4770240	2492
chr7	78711777	78712218	intergenic	.	.	.	intergenic	78711777	78712218	442
chr7	120409767	120410236	intergenic	.	.	.	intergenic	120409767	120410236	470
chr4	113534486	113535697	intergenic	.	.	.	intergenic	113534486	113535697	1212
chr5	88665113	88665756	intergenic	.	.	.	intergenic	88665113	88665756	644
chr5	107569031	107570129	intergenic	.	.	.	intergenic	107569031	107570129	1099
chr5	140881504	140882001	intergenic	-	.	.	intergenic	140881504	140882001	498
chr5	144207293	144207393	intergenic	.	.	.	intergenic	144207293	144207393	101
chr5	149188474	149188719	intergenic	.	.	.	intergenic	149188474	149188719	246
chr12	76025689	76026066	intergenic	.	.	.	intergenic	76025689	76026066	378
chr19	23378224	23378662	intergenic	.	.	.	intergenic	23378224	23378662	439
chr19	37598678	37599036	intergenic	.	.	.	intergenic	37598678	37599036	359
chr19	42286776	42287172	intergenic	.	.	.	intergenic	42286776	42287172	397
chr19	47109774	47110034	intergenic	.	.	.	intergenic	47109774	47110034	261
chr11	6625297	6625964	intergenic	.	.	.	intergenic	6625297	6625964	668
chr11	66154944	66155416	intergenic	.	.	.	intergenic	66154944	66155416	473
chr11	106680418	106681031	intergenic	-	.	.	intergenic	106680418	106681031	614
chr11	118502840	118503719	intergenic	-	.	.	intergenic	118502840	118503719	880
chr11	120471604	120472209	intergenic	.	.	.	intergenic	120471604	120472209	606
chr11	121039126	121039292	intergenic	.	.	.	intergenic	121039126	121039292	167
chr14	35026951	35027434	intergenic	.	.	.	intergenic	35026951	35027434	484
chr14	41001923	41002435	intergenic	.	.	.	intergenic	41001923	41002435	513
chr2	25846513	25846717	intergenic	.	.	.	intergenic	25846513	25846717	205
chr2	76871895	76872680	intergenic	.	.	.	intergenic	76871895	76872680	786
chr2	77279257	77280554	intergenic	.	.	.	intergenic	77279257	77280554	1298
chr2	77279343	77280554	intergenic	.	.	.	intergenic	77279343	77280554	1212
chr2	91651824	91652269	intergenic	.	.	.	intergenic	91651824	91652269	446
chr2	163607675	163608190	intergenic	.	.	.	intergenic	163607675	163608190	516
chrX	74204958	74205808	intergenic	.	.	.	intergenic	74204958	74205808	851
chr15	100580461	100580809	intergenic	.	.	.	intergenic	100580461	100580809	349
chr1	64956437	64956694	intergenic	.	.	.	intergenic	64956437	64956694	258
chr1	93563388	93564276	intergenic	.	.	.	intergenic	93563388	93564276	889
chr1	172541379	172541692	intergenic	.	.	.	intergenic	172541379	172541692	314
chr6	8016591	8017031	intergenic	.	.	.	intergenic	8016591	8017031	441
chr6	30643629	30643985	intergenic	.	.	.	intergenic	30643629	30643985	357
chr6	71926812	71927692	intergenic	.	.	.	intergenic	71926812	71927692	881
chr6	106181831	106182053	intergenic	.	.	.	intergenic	106181831	106182053	223
chr8	70380302	70380636	intergenic	.	.	.	intergenic	70380302	70380636	335
chr8	81715265	81717195	intergenic	.	.	.	intergenic	81715265	81717195	1931
chr8	95112676	95113228	intergenic	.	.	.	intergenic	95112676	95113228	553
chr8	124591799	124592470	intergenic	.	.	.	intergenic	124591799	124592470	672
chr3	116949633	116953056	intergenic	.	.	.	intergenic	116949633	116953056	3424
chr13	112883008	112883099	intergenic	.	.	.	intergenic	112883008	112883099	92
chr8	79665144	79666101	intergenic	.	.	.	intergenic	79665144	79666101	958
chr10	60300882	60301676	intergenic	.	.	.	intergenic	60300882	60301676	795
chr2	69182953	69183463	intergenic	.	.	.	intergenic	69182953	69183463	511
chr2	76981009	76982337	intergenic	.	.	.	intergenic	76981009	76982337	1329
chr2	77234273	77234648	intergenic	.	.	.	intergenic	77234273	77234648	376
chr2	130964929	130966120	intergenic	.	.	.	intergenic	130964929	130966120	1192
chr1	100141439	100142883	intergenic	.	.	.	intergenic	100141439	100142883	1445
chr1	151796908	151797009	intergenic	.	.	.	intergenic	151796908	151797009	102
chr10	60411646	60413062	intergenic	.	.	.	intergenic	60411646	60413062	1417
chr8	27199806	27199837	intergenic	.	.	.	intergenic	27199806	27199837	32
chr11	106097113	106098198	intergenic	.	.	.	intergenic	106097113	106098198	1086
chr7	80743715	80743792	intergenic	.	.	.	intergenic	80743715	80743792	78
chr7	130537825	130538161	intergenic	.	.	.	intergenic	130537825	130538161	337
chr2	148686609	148686771	intergenic	+	.	.	intergenic	148686609	148686771	163
chr9	3345877	3346481	intergenic	.	.	.	intergenic	3345877	3346481	605
chr9	95967810	95968130	intergenic	.	.	.	intergenic	95967810	95968130	321
chr5	112838764	112839616	intergenic	.	.	.	intergenic	112838764	112839616	853
chr5	134402062	134402110	intergenic	.	.	.	intergenic	134402062	134402110	49
chr5	140671584	140671806	intergenic	.	.	.	intergenic	140671584	140671806	223
chr4	40164778	40164861	intergenic	.	.	.	intergenic	40164778	40164861	84
chr14	77506948	77507723	intergenic	.	.	.	intergenic	77506948	77507723	776
chr14	103033134	103033724	intergenic	.	.	.	intergenic	103033134	103033724	591
chr14	56648950	56649010	intergenic	.	.	.	intergenic	56648950	56649010	61
chr3	37312586	37313705	intergenic	.	.	.	intergenic	37312586	37313705	1120
chr16	15700738	15700927	intergenic	.	.	.	intergenic	15700738	15700927	190
chr17	20234465	20234698	intergenic	.	.	.	intergenic	20234465	20234698	234
chr10	128112768	128112929	intergenic	.	.	.	intergenic	128112768	128112929	162
chr15	89374206	89374250	intergenic	.	.	.	intergenic	89374206	89374250	45
chr15	90966925	90967195	intergenic	.	.	.	intergenic	90966925	90967195	271
chr11	72837282	72837424	intergenic	.	.	.	intergenic	72837282	72837424	143
chr4	101178346	101179454	intergenic	.	.	.	intergenic	101178346	101179454	1109
chr4	140537429	140542633	intergenic	.	.	.	intergenic	140537429	140542633	5205
chr1	156673457	156673529	intergenic	.	.	.	intergenic	156673457	156673529	73
chr5	138611786	138611823	intergenic	.	.	.	intergenic	138611786	138611823	38
chrX	74428516	74428822	intergenic	.	.	.	intergenic	74428516	74428822	307
chrX	101412655	101413111	intergenic	.	.	.	intergenic	101412655	101413111	457
chr12	118034168	118036389	intergenic	.	.	.	intergenic	118034168	118036389	2222
chr18	36796111	36796417	intergenic	.	.	.	intergenic	36796111	36796417	307
chr19	44132319	44132999	intergenic	.	.	.	intergenic	44132319	44132999	681
chr19	46672237	46672546	intergenic	.	.	.	intergenic	46672237	46672546	310
chr10	128115086	128115343	intergenic	.	.	.	intergenic	128115086	128115343	258
chr6	43522679	43523883	intergenic	.	.	.	intergenic	43522679	43523883	1205
chrX	71556009	71557626	intergenic	.	.	.	intergenic	71556009	71557626	1618
chr4	141014270	141014325	intergenic	.	.	.	intergenic	141014270	141014325	56
chr11	57781272	57782054	intergenic	.	.	.	intergenic	57781272	57782054	783
chr15	41801696	41803049	intergenic	.	.	.	intergenic	41801696	41803049	1354
chr4	65323887	65324021	intergenic	.	.	.	intergenic	65323887	65324021	135
chr7	6654749	6654891	intergenic	.	.	.	intergenic	6654749	6654891	143
chr7	43952852	43953555	intergenic	.	.	.	intergenic	43952852	43953555	704
chr1	72274842	72274885	intergenic	.	.	.	intergenic	72274842	72274885	44
chr1	183314083	183314559	intergenic	.	.	.	intergenic	183314083	183314559	477
chr19	41872213	41872908	intergenic	.	.	.	intergenic	41872213	41872908	696
chr16	20737066	20737158	intergenic	.	.	.	intergenic	20737066	20737158	93
chr16	57146147	57146398	intergenic	.	.	.	intergenic	57146147	57146398	252
chr14	47667434	47667907	intergenic	.	.	.	intergenic	47667434	47667907	474
