chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr2	25231566	25231667	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	61,59,88,78,82,78,303,5,85,172,310,76,14,59,53,85,138,152,74,243,43,90,52,75,66,50,115,88,103,41,177,54,69,63,49,90,30,12,83,74,84,69,87,42,228,63,24,31,52,34	39,68,70,78,87,83,41,21,27,49,104,89,85,82,83,59,49,73,45,90,65,86,25,36,93,74,79,50,89,57,57,23,31,43,37,34,16,107,71,29,86,41,247,90,64,208,76,20,14,85	102	390	0.1113967437874892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23665048543689327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197869101978691,0.1282051282051283,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23423423423423428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04256712508185978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.007946402001842153	1.0	1.0
chr2	75661818	75661855	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	88,96,146,73,68,132,83,2,110,75,89,104,24,79,43,122,111,92,85,79,61,180,70,53,134,87,126,137,6,13,102,27,9,25,11,12,2,9,11,4,0,18,29,11,41,14,9,1,30,1	19,6,4,13,24,24,25,11,6,25,12,11,3,12,11,5,28,18,13,8,19,11,14,28,26,1,17,29,14,13,4,7,11,37,20,37,6,6,24,3,11,23,80,13,6,82,18,13,5,19	38	326	0.2262841277186488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.004618043422829568	1.0	1.0
chr2	121337773	121337821	1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	4,12,20,16,21,2,23,0,10,25,32,13,114,6,0,12,24,18,12,27,100,7,6,165,5,133,20,9,9,5,69,23,6,28,4,18,5,2,3,2,9,25,27,7,65,5,1,2,21,0	22,7,8,28,17,19,28,5,2,36,25,4,4,21,25,5,35,38,7,6,25,26,3,20,20,4,18,21,19,4,3,1,1,15,28,28,6,5,26,4,4,24,102,9,8,80,21,2,4,26	49	337	0.6322701688555348,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.3459958932238193,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6322701688555348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4622770919067215,0.0,0.0,0.0,0.0,0.0	-0.0010767736816418433	1.0	1.0
chr9	27328707	27328777	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	242,153,336,31,139,224,49,0,297,11,104,223,0,235,58,259,249,38,226,27,26,386,142,11,193,41,61,396,10,18,24,6,0,16,27,3,19,15,10,3,6,1,6,20,1,25,21,33,10,6	14,3,6,1,14,5,16,0,12,15,4,0,0,2,6,2,10,1,43,1,0,2,11,11,6,5,3,5,3,18,2,27,18,19,13,15,0,5,10,27,4,16,21,0,0,18,14,19,1,12	71	359	0.020466336012770037,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0	0.0004354539577185114	1.0	1.0
chr9	110171068	110171132	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	85,149,193,233,294,122,233,5,153,69,187,226,56,119,61,250,280,157,171,195,112,106,75,90,123,132,268,92,48,93,328,118,43,117,83,33,28,23,51,47,41,26,72,100,70,75,26,55,103,45	189,15,21,31,134,106,106,13,39,110,28,36,43,39,30,23,116,26,101,30,15,18,30,187,95,43,39,108,24,89,35,29,39,256,248,242,15,34,82,38,62,166,378,33,30,209,121,16,14,109	65	353	0.06005444028581142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04624656098519586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649147395468349,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04295449014358721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.004565225013485099	1.0	1.0
chr9	114597664	114597794	1,2,0,2,0,2,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	3391,3699,4234,5973,4332,4681,2252,151,4415,3160,2175,4389,418,5621,3152,6246,4772,2122,3457,2188,1326,3729,4115,579,2628,1236,5882,4193,644,415,1376,298,430,553,759,905,1008,587,1255,1249,755,520,850,423,1407,702,559,940,316,835	545,891,926,1071,588,540,319,129,785,314,1078,1103,322,1078,1019,910,296,477,721,1102,517,906,812,515,818,323,1076,351,881,409,312,837,811,291,307,321,138,1061,782,957,1187,523,3181,444,408,1284,504,590,125,545	131	419	0.0009423353724360428,0.001726386310869077,0.0,0.0010698313930405101,0.0,0.0013647119366696492,0.0,0.0,0.0,0.0,0.0,0.0014553740293888895,0.0,0.0005686985083539486,0.0,0.002044146739488384,0.0,0.0,0.0,0.0014596912700708398,0.0,0.0008569944244228855,0.0,0.0,0.001215595598325514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031290139498759695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003928370523157643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007778417212764732,0.0,0.0,0.0,0.0,0.0	-4.264072205465211e-05	1.0	1.0
chr9	121784883	121785051	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	336,357,690,809,640,341,513,20,591,568,489,867,160,384,826,899,936,395,705,430,410,323,312,376,249,355,720,358,45,23,138,45,31,45,41,124,39,17,45,45,59,92,51,31,206,41,19,37,31,12	60,36,41,138,57,60,39,17,16,48,141,68,28,107,106,35,34,97,47,59,91,98,34,40,56,31,87,39,94,19,33,28,26,42,47,43,22,65,86,34,39,47,235,37,24,137,48,28,20,71	169	457	0.007983787844377366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0001596757568875473	1.0	1.0
chr9	124353430	124353467	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,66,25,101,125,15,243,2,25,95,184,64,21,16,112,69,96,131,67,149,20,17,20,18,20,15,96,10,11,10,115,34,16,36,27,13,10,11,35,28,20,12,33,7,35,14,18,14,32,6	29,13,16,15,31,41,33,1,10,25,20,11,18,11,14,13,26,19,19,18,13,8,12,35,37,9,14,37,11,11,12,8,11,30,27,16,1,18,33,12,26,34,115,11,7,64,26,15,4,34	38	326	0.4168797953964195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00833759590792839	1.0	1.0
chr3	126597505	126597547	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,1,1,2,8,0,0,2,6,2,30,0,0,2,1,6,0,17,19,0,0,32,0,17,2,2,1,2,12,2,0,1,0,1,0,0,0,0,2,2,0,1,3,1,0,1,3,0	3,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2,1,1,1,0,0,0,1,3,2,0,0,2,0,0,2,4,0,0,5,0,0,0,1	43	331	0.9390070921985816,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan	0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0	0.029343971631205674	0.06435787175311991	0.6032244339226979
chr3	129280366	129280422	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,2,9,5,1,2,2,0,1,7,1,2,8,3,3,5,3,2,4,3,3,2,1,8,2,11,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0	1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0	57	345	0.7516339869281046,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan	0.0,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan	0.024246257642842082	0.23899935069519274	1.0
chr6	117907209	117907476	1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	6,9,1,2,16,11,2,0,4,1,3,21,0,2,9,12,10,3,9,0,2,3,2,2,5,1,8,7,13,1,35,19,3,3,2,13,1,3,9,8,8,7,11,1,36,2,1,1,17,0	14,3,2,19,5,15,9,8,1,9,18,12,7,23,24,6,6,10,4,12,14,22,2,8,12,4,16,15,11,0,4,5,6,12,13,5,4,2,6,2,5,9,37,5,3,27,11,2,4,22	268	556	0.2569316081330869,0.0,0.0,0.0,0.11478117258464071,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.4088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27389162561576363,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.032294126266784295	1.0	1.0
chr6	130052896	130052964	3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	69,143,131,145,92,96,162,1,130,54,169,101,56,71,33,115,110,91,93,106,49,75,57,59,65,28,117,71,29,26,45,11,25,31,50,18,30,28,25,20,17,21,13,25,43,38,24,25,18,11	21,23,21,20,32,20,14,4,9,31,19,16,14,11,19,21,24,17,56,19,17,15,26,22,28,29,21,14,15,27,23,31,28,29,13,26,1,25,14,25,30,33,84,30,12,52,29,31,1,19	69	357	0.183641975308642,0.0,0.0,0.06661069129582986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046538912788423925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198388721047331,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40823327615780447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00016794350679648871	1.0	1.0
chr1	36428247	36428299	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,3,1,0,0,0,0,1,3,2,2,1,0,4,2,2,0,3,2,1,3,0,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0	53	341	1.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan	0.05	1.0	1.0
chr1	52464589	52464784	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,5,5,10,11,2,15,3,7,37,45,15,12,4,1,16,14,30,11,46,6,3,0,9,2,12,4,5,4,0,23,6,3,0,1,0,0,0,2,2,0,1,0,2,3,2,0,0,4,0	1,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,7,2,3,1,1,1,0,0,0,0,0,6,0,1,2,0,0,6,4,7,0,0,0,0,1,0,2,3,4,27,0,0,0,0	196	484	0.3817034700315457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan	0.0,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan	0.009787268462347325	1.0	1.0
chr1	182887532	182887586	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1524,2109,2649,1513,2296,1861,433,17,2544,554,625,2804,169,2739,518,3062,2757,342,1882,386,461,1692,1475,384,1508,468,2351,1406,56,250,567,118,44,281,143,109,82,60,29,20,61,92,212,254,250,154,64,92,97,100	226,35,30,113,272,274,112,27,81,134,122,29,33,117,90,45,122,57,128,33,84,80,97,230,188,30,115,87,110,274,24,83,79,169,164,167,24,28,182,100,24,210,1112,43,43,399,278,52,24,251	55	343	0.004075425068022831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	8.150850136045662e-05	1.0	1.0
chr4	109710859	109710924	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	62,61,66,87,35,94,339,15,50,387,209,58,112,57,7,60,49,346,34,268,231,80,47,137,76,251,56,135,16,7,50,13,11,23,19,19,7,23,29,25,16,13,24,11,46,15,18,4,14,5	13,18,20,16,24,12,18,5,8,18,6,14,8,24,13,15,16,17,13,12,15,16,3,16,26,6,20,14,18,18,12,3,6,14,10,10,9,18,17,5,18,12,46,8,10,68,22,21,4,10	66	354	0.07962213225371118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0015924426450742235	1.0	1.0
